req_id,instrument_code,legal_ref,text_en,text_de,has_de,topic_tags,primary_evidence_types,supporting_evidence_types,keywords_en,keywords_de,source_sha256_en,source_sha256_de
EU_2024_1772|7|2|-|001,EU_2024_1772,Art. 7(2),"2.   Costs and losses referred to in paragraph 1 shall not include costs that are necessary for the day-to-day operation of the business, in particular the following:
(a)
costs for general maintenance of infrastructure, equipment, hardware and software, and costs for keeping skills of staff up to date;
(b)
internal or external costs to enhance the business after the incident, including upgrades, improvements and risk assessment initiatives;
(c)
insurance premiums.","(2)   Die in Absatz 1 genannten Kosten und Verluste schließen keine Kosten ein, die für den alltäglichen Geschäftsbetrieb notwendig sind, insbesondere
a)
keine Kosten für die allgemeine Instandhaltung von Infrastruktur, Ausrüstung, Hardware und Software und keine Kosten für die laufende Fortbildung des Personals, um dessen Kompetenzen auf Stand zu halten;
b)
keine internen oder externen Kosten für die Verstärkung des Geschäftsbetriebs nach dem Vorfall, insbesondere auch keine Kosten für Upgrades, Verbesserungen und Initiativen zur Risikobewertung;
c)
keine Versicherungsprämien.",True,DORA|INCIDENT,POLICY|PROCEDURE_RUNBOOK,INCIDENT_RECORD|TRAINING_ATTESTATION,classification|incident|reporting,IKT-Vorfall|Klassifikation|Meldung,f2f07173ce8119a8148affd409cb112ced2e2da7dfe05fc45adf324aa5a6fc83,1b30db96732b948967dfdab7f09c5367f356f83ff71c7146f533a47984346521
EU_2024_1772|7|3|-|001,EU_2024_1772,Art. 7(3),"3.   Financial entities shall calculate the amounts of costs and losses based on data available at the time of reporting. Where the actual amounts of costs and losses cannot be determined, financial entities shall estimate those amounts.","(3)   Die Finanzunternehmen berechnen die Höhe der Kosten und Verluste auf der Grundlage der zum Meldezeitpunkt verfügbaren Daten. Kann die tatsächliche Höhe der Kosten und Verluste nicht bestimmt werden, so schätzen die Finanzunternehmen die entsprechenden Beträge.",True,DORA|INCIDENT,POLICY|PROCEDURE_RUNBOOK,INCIDENT_RECORD|TRAINING_ATTESTATION,,,f2f07173ce8119a8148affd409cb112ced2e2da7dfe05fc45adf324aa5a6fc83,1b30db96732b948967dfdab7f09c5367f356f83ff71c7146f533a47984346521
EU_2024_1772|7|4|-|001,EU_2024_1772,Art. 7(4),"4.   When assessing the economic impact of the incident, financial entities shall sum up the costs and losses referred to in paragraph 1.
CHAPTER II
MAJOR INCIDENTS AND MATERIALITY THRESHOLDS","(4)   Bei der Bewertung der wirtschaftlichen Auswirkungen des Vorfalls summieren die Finanzunternehmen die in Absatz 1 genannten Kosten und Verluste.
KAPITEL II
SCHWERWIEGENDE VORFÄLLE UND WESENTLICHKEITSSCHWELLEN",True,DORA|INCIDENT,POLICY|PROCEDURE_RUNBOOK,INCIDENT_RECORD|TRAINING_ATTESTATION,classification|incident|reporting,IKT-Vorfall|Klassifikation|Meldung,f2f07173ce8119a8148affd409cb112ced2e2da7dfe05fc45adf324aa5a6fc83,1b30db96732b948967dfdab7f09c5367f356f83ff71c7146f533a47984346521
EU_2024_1772|8|1|-|001,EU_2024_1772,Art. 8(1),"1.   An incident shall be considered a major incident for the purposes of Article 19(1) of Regulation (EU) 2022/2554 where it has affected critical services as referred to in Article 6 and where either of the following conditions is fulfilled:
(a)
the materiality threshold referred to in Article 9(5), point (b), is met;
(b)
two or more of the other materiality thresholds referred to in Articles 9(1) to (6) are met.","(1)   Ein Vorfall wird für die Zwecke von Artikel 19 Absatz 1 der Verordnung (EU) 2022/2554 als schwerwiegender Vorfall angesehen, wenn die in Artikel 6 genannten kritischen Dienste beeinträchtigt und eine der folgenden beiden Bedingungen erfüllt ist:
a)
Die in Artikel 9 Absatz 5 Buchstabe b genannte Wesentlichkeitsschwelle ist erreicht;
b)
zwei oder mehr der in Artikel 9 Absätze 1 bis 6 genannten anderen Wesentlichkeitsschwellen sind erreicht.",True,DORA|INCIDENT,POLICY|PROCEDURE_RUNBOOK,INCIDENT_RECORD|TRAINING_ATTESTATION,classification|incident|reporting,IKT-Vorfall|Klassifikation|Meldung,f2f07173ce8119a8148affd409cb112ced2e2da7dfe05fc45adf324aa5a6fc83,1b30db96732b948967dfdab7f09c5367f356f83ff71c7146f533a47984346521
EU_2024_1772|8|2|-|001,EU_2024_1772,Art. 8(2),"2.   Recurring incidents that individually are not considered a major incident in accordance with paragraph 1 shall be considered as one major incident where they meet all of the following conditions:
(a)
they have occurred at least twice within 6 months;
(b)
they have the same apparent root cause as referred to in Article 20, first subparagraph, point (b) of Regulation (EU) 2022/2554;
(c)
they collectively fulfil the criteria for being considered a major incident set out in paragraph 1.
Financial entities shall assess the existence of recurring incidents on a monthly basis.
This paragraph does not apply to microenterprises and to financial entities listed in Article 16(1) of Regulation (EU) 2022/2554.","(2)   Wiederholte Vorfälle, die nach Absatz 1 einzeln betrachtet keine schwerwiegenden Vorfälle sind, werden zusammengenommen als schwerwiegender Vorfall betrachtet, wenn sie alle folgenden Bedingungen erfüllen:
a)
Sie sind innerhalb von sechs Monaten mindestens zwei Mal aufgetreten;
b)
sie haben dieselbe offensichtliche Ursache im Sinne von Artikel 20 Absatz 1 Buchstabe b der Verordnung (EU) 2022/2554;
c)
sie erfüllen zusammengenommen die in Absatz 1 festgelegten Kriterien für die Betrachtung als schwerwiegender Vorfall.
Die Finanzunternehmen bewerten das Vorliegen wiederholter Vorfälle monatlich.
Dieser Absatz gilt nicht für Kleinstunternehmen und die in Artikel 16 Absatz 1 der Verordnung (EU) 2022/2554 genannten Finanzunternehmen.",True,DORA|INCIDENT,POLICY|PROCEDURE_RUNBOOK,INCIDENT_RECORD|TRAINING_ATTESTATION,classification|incident|reporting,IKT-Vorfall|Klassifikation|Meldung,f2f07173ce8119a8148affd409cb112ced2e2da7dfe05fc45adf324aa5a6fc83,1b30db96732b948967dfdab7f09c5367f356f83ff71c7146f533a47984346521
EU_2024_1772|9|1|-|001,EU_2024_1772,Art. 9(1),"1.   The materiality threshold for the criterion ‘clients, financial counterparts and transactions’ is met where any of the following conditions are fulfilled:
(a)
the number of affected clients is higher than 10 % of all clients using the affected service;
(b)
the number of affected clients using the affected service is higher than 100 000;
(c)
the number of affected financial counterparts is higher than 30 % of all financial counterparts carrying out activities related to the provision of the affected service;
(d)
the number of affected transactions is higher than 10 % of the daily average number of transactions carried out by the financial entity related to the affected service;
(e)
the amount of affected transactions is higher than 10 % of the daily average value of transactions carried out by the financial entity related to the affected service;
(f)
clients or financial counterparts which have been identified as relevant in accordance with Article 1(3) have been affected.
Where the actual number of clients or financial counterparts affected or the actual number or amount of transactions affected cannot be determined, the financial entity shall estimate those numbers or amounts based on available data from comparable reference periods.","(1)   Die Wesentlichkeitsschwelle für das Kriterium „Kunden, finanzielle Gegenparteien und Transaktionen“ ist erreicht, wenn eine der folgenden Bedingungen erfüllt ist:
a)
Die Zahl der betroffenen Kunden beläuft sich auf mehr als 10 % aller Kunden, die die betroffene Dienstleistung nutzen;
b)
die Zahl der betroffenen Kunden, die die betroffene Dienstleistung nutzen, liegt bei mehr als 100 000;
c)
die Zahl der betroffenen finanziellen Gegenparteien beläuft sich auf mehr als 30 % aller finanziellen Gegenparteien, die Tätigkeiten im Zusammenhang mit der Bereitstellung der betroffenen Dienstleistung ausüben;
d)
die Zahl der betroffenen Transaktionen beläuft sich auf mehr als 10 % der täglichen durchschnittlichen Zahl von Transaktionen, die das Finanzunternehmen im Zusammenhang mit der betroffenen Dienstleistung durchführt;
e)
der Wert der betroffenen Transaktionen beträgt mehr als 10 % des täglichen Durchschnittswerts der Transaktionen, die das Finanzunternehmen im Zusammenhang mit der betroffenen Dienstleistung durchführt;
f)
betroffen sind Kunden oder finanzielle Gegenparteien, die nach Artikel 1 Absatz 3 als relevant eingestuft wurden.
Lässt sich die tatsächliche Anzahl der betroffenen Kunden oder finanziellen Gegenparteien oder die tatsächliche Anzahl oder der tatsächliche Wert der betroffenen Transaktionen nicht bestimmen, so schätzt das Finanzunternehmen diese Zahlen oder Werte auf der Grundlage verfügbarer Daten aus vergleichbaren Referenzzeiträumen.",True,DORA|INCIDENT,POLICY|PROCEDURE_RUNBOOK,INCIDENT_RECORD|TRAINING_ATTESTATION,,,f2f07173ce8119a8148affd409cb112ced2e2da7dfe05fc45adf324aa5a6fc83,1b30db96732b948967dfdab7f09c5367f356f83ff71c7146f533a47984346521
EU_2024_1772|9|2|-|001,EU_2024_1772,Art. 9(2),"2.   The materiality threshold for the criterion ‘reputational impact’ is met where any of the conditions set out in Article 2, points (a) to (d), are fulfilled.","(2)   Die Wesentlichkeitsschwelle für das Kriterium „Reputationsschaden“ ist erreicht, wenn eine der in Artikel 2 Buchstaben a bis d genannten Bedingungen erfüllt ist.",True,DORA|INCIDENT,POLICY|PROCEDURE_RUNBOOK,INCIDENT_RECORD|TRAINING_ATTESTATION,,,f2f07173ce8119a8148affd409cb112ced2e2da7dfe05fc45adf324aa5a6fc83,1b30db96732b948967dfdab7f09c5367f356f83ff71c7146f533a47984346521
EU_2024_1772|9|3|-|001,EU_2024_1772,Art. 9(3),"3.   The materiality threshold for the criterion ‘duration and service downtime’ is met where any of the following conditions are fulfilled:
(a)
the duration of the incident is longer than 24 hours;
(b)
the service downtime is longer than 2 hours for ICT services that support critical or important functions.","(3)   Die Wesentlichkeitsschwelle für das Kriterium „Dauer und Ausfallzeiten“ ist erreicht, wenn eine der folgenden Bedingungen erfüllt ist:
a)
Der Vorfall dauert mehr als 24 Stunden;
b)
die Ausfallzeiten bei IKT-Diensten zur Unterstützung kritischer oder wichtiger Funktionen betragen mehr als zwei Stunden.",True,DORA|INCIDENT,POLICY|PROCEDURE_RUNBOOK,INCIDENT_RECORD|TRAINING_ATTESTATION,classification|incident|reporting,IKT-Vorfall|Klassifikation|Meldung,f2f07173ce8119a8148affd409cb112ced2e2da7dfe05fc45adf324aa5a6fc83,1b30db96732b948967dfdab7f09c5367f356f83ff71c7146f533a47984346521
EU_2024_1772|9|4|-|001,EU_2024_1772,Art. 9(4),4.   The materiality threshold for the criterion ‘geographical spread’ is met where the incident has an impact in two or more Member States in accordance with Article 4.,"(4)   Die Wesentlichkeitsschwelle für das Kriterium „geografische Ausbreitung“ ist erreicht, wenn der Vorfall im Sinne von Artikel 4 Auswirkungen in zwei oder mehr Mitgliedstaaten hat.",True,DORA|INCIDENT,POLICY|PROCEDURE_RUNBOOK,INCIDENT_RECORD|TRAINING_ATTESTATION,classification|incident|reporting,IKT-Vorfall|Klassifikation|Meldung,f2f07173ce8119a8148affd409cb112ced2e2da7dfe05fc45adf324aa5a6fc83,1b30db96732b948967dfdab7f09c5367f356f83ff71c7146f533a47984346521
EU_2024_1772|9|5|-|001,EU_2024_1772,Art. 9(5),"5.   The materiality threshold for the criterion ‘data losses’ is met where any of the following conditions are fulfilled:
(a)
any impact as referred to in Article 5 on the availability, authenticity, integrity or confidentiality of data has or will have an adverse impact on the implementation of the business objectives of the financial entity or on its ability to meet regulatory requirements;
(b)
any successful, malicious and unauthorised access not covered by point (a) occurs to network and information systems, where such access may result in data losses.","(5)   Die Wesentlichkeitsschwelle für das Kriterium „Verluste von Daten“ ist erreicht, wenn eine der folgenden Bedingungen erfüllt ist:
a)
Eine in Artikel 5 genannte Auswirkung auf die Verfügbarkeit, Authentizität, Integrität oder Vertraulichkeit von Daten hat negative Auswirkungen auf die Verwirklichung der Geschäftsziele des Finanzunternehmens oder auf dessen Fähigkeit, regulatorische Anforderungen zu erfüllen, oder wird solche negativen Auswirkungen haben;
b)
es findet ein nicht unter Buchstabe a fallender erfolgreicher böswilliger und unbefugter Zugriff auf Netzwerk- und Informationssysteme statt, sofern dieser Zugriff zu Verlusten von Daten führen kann.",True,DORA|INCIDENT,POLICY|PROCEDURE_RUNBOOK,INCIDENT_RECORD|TRAINING_ATTESTATION,,,f2f07173ce8119a8148affd409cb112ced2e2da7dfe05fc45adf324aa5a6fc83,1b30db96732b948967dfdab7f09c5367f356f83ff71c7146f533a47984346521
EU_2024_1772|9|6|-|001,EU_2024_1772,Art. 9(6),"6.   The materiality threshold for the criterion ‘economic impact’ is met where the costs and losses incurred by the financial entity due to the incident have exceeded or are likely to exceed 100 000 euro.
CHAPTER III
SIGNIFICANT CYBER THREATS","(6)   Die Wesentlichkeitsschwelle für das Kriterium „wirtschaftliche Auswirkungen“ ist erreicht, wenn die Kosten und Verluste, die dem Finanzunternehmen durch den Vorfall entstanden sind, 100 000 EUR übersteigen oder wahrscheinlich übersteigen werden.
KAPITEL III
ERHEBLICHE CYBERBEDROHUNGEN",True,DORA|INCIDENT,POLICY|PROCEDURE_RUNBOOK,INCIDENT_RECORD|TRAINING_ATTESTATION,classification|incident|reporting,IKT-Vorfall|Klassifikation|Meldung,f2f07173ce8119a8148affd409cb112ced2e2da7dfe05fc45adf324aa5a6fc83,1b30db96732b948967dfdab7f09c5367f356f83ff71c7146f533a47984346521
EU_2024_1773|3|1|-|001,EU_2024_1773,Art. 3(1),1.   The management body shall review the policy at least once a year and update it where necessary. Changes made to the policy shall be implemented in a timely manner and as soon as it is possible within the relevant contractual arrangements. The financial entity shall document the planned timeline for the implementation.,(1)   Das Leitungsorgan überprüft die Leitlinie mindestens einmal jährlich und aktualisiert sie erforderlichenfalls. Die an der Leitlinie vorgenommenen Änderungen werden zeitnah und sobald dies im Rahmen der einschlägigen vertraglichen Vereinbarungen möglich ist umgesetzt. Das Finanzunternehmen dokumentiert den geplanten zeitlichen Ablauf der Umsetzung.,True,DORA,POLICY,PROCEDURE_RUNBOOK,audit rights|clause|contract,Klausel|Prüfrechte|Vertrag,9775acac5dbad014a6e940988bf9410d110b5aeca21eb5fbf7ec31e837581c82,f77425cd3baca1cea3826f0f5fad263088fd00329a6dfc4802214a2fd363cf4b
EU_2024_1773|3|2|-|001,EU_2024_1773,Art. 3(2),2.   The policy shall establish or refer to a methodology for determining which ICT services support critical or important functions. The policy shall also specify when this assessment is to be conducted and reviewed.,"(2)   In der Leitlinie wird eine Methode festgelegt, mit der bestimmt wird, welche IKT-Dienstleistungen kritische oder wichtige Funktionen unterstützen, oder es wird auf eine solche Methode verwiesen. In der Leitlinie ist auch anzugeben, wann eine solche Bewertung vorgenommen und überprüft werden soll.",True,DORA,POLICY,PROCEDURE_RUNBOOK,,,9775acac5dbad014a6e940988bf9410d110b5aeca21eb5fbf7ec31e837581c82,f77425cd3baca1cea3826f0f5fad263088fd00329a6dfc4802214a2fd363cf4b
EU_2024_1773|3|3|-|001,EU_2024_1773,Art. 3(3),"3.   The policy shall clearly assign the internal responsibilities for the approval, management, control, and documentation of relevant contractual arrangements and shall ensure that appropriate skills, experience and knowledge are maintained within the financial entity to effectively oversee the relevant contractual arrangements, including the ICT services provided under those arrangements.","(3)   In der Leitlinie werden die internen Zuständigkeiten für die Genehmigung, das Management, die Kontrolle und die Dokumentation einschlägiger vertraglicher Vereinbarungen eindeutig zugewiesen, und es wird sichergestellt, dass innerhalb des Finanzunternehmens angemessene Fähigkeiten, Erfahrung und Kenntnisse aufrechterhalten werden, damit die einschlägigen vertraglichen Vereinbarungen, einschließlich der im Rahmen dieser Vereinbarungen erbrachten IKT-Dienstleistungen, wirksam überwacht werden können.",True,DORA,POLICY,PROCEDURE_RUNBOOK,audit rights|clause|contract,Klausel|Prüfrechte|Vertrag,9775acac5dbad014a6e940988bf9410d110b5aeca21eb5fbf7ec31e837581c82,f77425cd3baca1cea3826f0f5fad263088fd00329a6dfc4802214a2fd363cf4b
EU_2024_1773|3|4|-|001,EU_2024_1773,Art. 3(4),"4.   Without prejudice to the final responsibility of the financial entity to effectively oversee relevant contractual arrangements, the policy shall require that the ICT third party service provider is assessed to have sufficient resources to ensure that the financial entity complies with all its legal and regulatory requirements regarding the ICT services supporting critical or important functions that are provided.","(4)   Unbeschadet der letztlichen Verantwortung des Finanzunternehmens für die wirksame Beaufsichtigung der einschlägigen vertraglichen Vereinbarungen wird in der Leitlinie vorgeschrieben, dass der IKT-Drittdienstleister laut der Bewertung über ausreichende Ressourcen verfügen muss, um sicherzustellen, dass das Finanzunternehmen alle seine rechtlichen und regulatorischen Anforderungen hinsichtlich der zur Unterstützung kritischer oder wichtiger Funktionen bereitgestellten IKT-Dienstleistungen erfüllt.",True,DORA,POLICY,PROCEDURE_RUNBOOK,audit rights|clause|contract,Klausel|Prüfrechte|Vertrag,9775acac5dbad014a6e940988bf9410d110b5aeca21eb5fbf7ec31e837581c82,f77425cd3baca1cea3826f0f5fad263088fd00329a6dfc4802214a2fd363cf4b
EU_2024_1773|3|5|-|001,EU_2024_1773,Art. 3(5),"5.   The policy shall clearly identify the role or member of senior management responsible for monitoring the relevant contractual arrangements. The policy shall specify how that role or member of senior management shall cooperate with the control functions, unless it is part of it, and shall set out the reporting lines to the management body, including the nature of the information to report and the documents to provide. It shall also set out the frequency of such reporting.","(5)   In der Leitlinie wird eindeutig angegeben, bei welcher Funktion oder bei welchem Mitglied der Geschäftsleitung die Zuständigkeit für die Überwachung der einschlägigen vertraglichen Vereinbarungen liegt. In der Leitlinie wird festgelegt, wie diese Funktion oder dieses Mitglied der Geschäftsleitung mit den Kontrollfunktionen zusammenarbeitet, es sei denn, die Funktion oder das Mitglied ist Teil der Kontrollfunktionen, und es werden die Berichtspflichten gegenüber dem Leitungsorgan festgelegt, einschließlich der Art der zu meldenden Informationen und der vorzulegenden Dokumentation. Darüber hinaus wird festgelegt, wie häufig diese Berichterstattung erfolgt.",True,DORA,POLICY,PROCEDURE_RUNBOOK,audit rights|clause|contract,Klausel|Prüfrechte|Vertrag,9775acac5dbad014a6e940988bf9410d110b5aeca21eb5fbf7ec31e837581c82,f77425cd3baca1cea3826f0f5fad263088fd00329a6dfc4802214a2fd363cf4b
EU_2024_1773|3|6|-|001,EU_2024_1773,Art. 3(6),"6.   The policy shall ensure that the contractual arrangements are consistent with the following:
(a)
the ICT risk management framework referred to in Article 6 of Regulation (EU) 2022/2554;
(b)
the information security policy referred to in Article 9(4) of Regulation (EU) 2022/2554;
(c)
the ICT business continuity policy referred to in Article 11 of Regulation (EU) 2022/2554;
(d)
the requirements on incident reporting set out in Article 19 of Regulation (EU) 2022/2554.","(6)   Die Leitlinie gewährleistet, dass die vertraglichen Vereinbarungen mit Folgendem im Einklang stehen:
a)
dem in Artikel 6 der Verordnung (EU) 2022/2554 genannten IKT-Risikomanagementrahmen;
b)
der in Artikel 9 Absatz 4 der Verordnung (EU) 2022/2554 genannten Informationssicherheitsleitlinie;
c)
der in Artikel 11 der Verordnung (EU) 2022/2554 genannten IKT-Geschäftsfortführungsleitlinie;
d)
den in Artikel 19 der Verordnung (EU) 2022/2554 festgelegten Anforderungen für die Meldung von Vorfällen.",True,DORA,POLICY,PROCEDURE_RUNBOOK,audit rights|classification|clause|contract|incident|reporting,Klausel|Prüfrechte|Vertrag,9775acac5dbad014a6e940988bf9410d110b5aeca21eb5fbf7ec31e837581c82,f77425cd3baca1cea3826f0f5fad263088fd00329a6dfc4802214a2fd363cf4b
EU_2024_1773|3|7|-|001,EU_2024_1773,Art. 3(7),7.   The policy shall require that ICT services supporting critical or important functions provided by ICT third party service providers are subject to independent review and are included in the audit plan.,"(7)   In der Leitlinie ist vorzusehen, dass IKT-Dienstleistungen zur Unterstützung kritischer oder wichtiger Funktionen, die von IKT-Drittdienstleistern bereitgestellt werden, einer unabhängigen Überprüfung unterzogen und in den Auditplan aufgenommen werden.",True,DORA,POLICY,PROCEDURE_RUNBOOK,,,9775acac5dbad014a6e940988bf9410d110b5aeca21eb5fbf7ec31e837581c82,f77425cd3baca1cea3826f0f5fad263088fd00329a6dfc4802214a2fd363cf4b
EU_2024_1773|3|8|-|001,EU_2024_1773,Art. 3(8),"8.   The policy shall explicitly specify that the contractual arrangements:
(a)
do not relieve the financial entity and its management body of its regulatory obligations and its responsibilities to its clients;
(b)
are not to prevent effective supervision of a financial entity and are not to contravene any supervisory restrictions on services and activities;
(c)
are to require that the ICT third party service providers cooperate with the competent authorities;
(d)
are to require that the financial entity, its auditors, and competent authorities have effective access to data and premises relating to the use of ICT services supporting critical or important functions.","(8)   In der Leitlinie ist ausdrücklich festzulegen, dass die vertraglichen Vereinbarungen
a)
das Finanzunternehmen und sein Leitungsorgan nicht von ihren aufsichtlichen Pflichten und Verantwortlichkeiten gegenüber ihren Kunden entbinden;
b)
die wirksame Beaufsichtigung eines Finanzunternehmens nicht verhindern und nicht gegen aufsichtliche Einschränkungen für Dienstleistungen und Tätigkeiten verstoßen dürfen;
c)
vorschreiben müssen, dass die IKT-Drittdienstleister mit den zuständigen Behörden zusammenarbeiten;
d)
vorschreiben müssen, dass das Finanzunternehmen, seine Revisoren und die zuständigen Behörden wirksam Zugang zu Daten und Räumlichkeiten haben müssen, die mit der Nutzung von IKT-Dienstleistungen zur Unterstützung kritischer oder wichtiger Funktionen zusammenhängen.",True,DORA,POLICY,PROCEDURE_RUNBOOK,audit rights|clause|contract,Klausel|Prüfrechte|Vertrag,9775acac5dbad014a6e940988bf9410d110b5aeca21eb5fbf7ec31e837581c82,f77425cd3baca1cea3826f0f5fad263088fd00329a6dfc4802214a2fd363cf4b
EU_2024_1773|5|1|-|001,EU_2024_1773,Art. 5(1),1.   The policy shall require that the business needs of the financial entity are defined before a contractual arrangement is concluded.,(1)   Nach der Leitlinie muss vor Abschluss einer vertraglichen Vereinbarung der Geschäftsbedarf des Finanzunternehmens bestimmt werden.,True,DORA,POLICY,PROCEDURE_RUNBOOK,audit rights|clause|contract,Klausel|Prüfrechte|Vertrag,9775acac5dbad014a6e940988bf9410d110b5aeca21eb5fbf7ec31e837581c82,f77425cd3baca1cea3826f0f5fad263088fd00329a6dfc4802214a2fd363cf4b
EU_2024_1773|5|2|-|001,EU_2024_1773,Art. 5(2),"2.   The policy shall require that a risk assessment is conducted at financial entity level and, where applicable, at consolidated and sub-consolidated level before a contractual arrangement is concluded.
The risk assessment shall take into account all the relevant requirements laid down in Regulation (EU) 2022/2554 and applicable sectoral Union legislation. It shall consider, in particular, the impact of the provision of ICT services supporting critical or important functions by ICT third-party service providers on the financial entity and all the risks posed by the provision of those ICT services supporting critical or important functions by ICT third-party service providers, including the following:
(a)
operational risks;
(b)
legal risks;
(c)
ICT risks;
(d)
reputational risks;
(e)
risks linked to the protection of confidential or personal data;
(f)
risks linked to the availability of data;
(g)
risks linked to the location where the data is processed and stored;
(h)
risks linked to the location of the ICT third-party service provider;
(i)
ICT concentration risks at entity level.","(2)   In der Leitlinie ist vorzusehen, dass auf Ebene des Finanzunternehmens und gegebenenfalls auf konsolidierter und teilkonsolidierter Ebene eine Risikobewertung durchzuführen ist, bevor eine vertragliche Vereinbarung geschlossen wird.
Bei der Risikobewertung werden alle einschlägigen Anforderungen der Verordnung (EU) 2022/2554 sowie die geltenden sektorspezifischen Rechtsvorschriften der Union berücksichtigt. In der Leitlinie werden insbesondere die Auswirkungen der Bereitstellung von IKT-Dienstleistungen zur Unterstützung kritischer oder wichtiger Funktionen durch IKT-Drittdienstleister auf das Finanzunternehmen sowie alle Risiken berücksichtigt, die mit der Bereitstellung dieser IKT-Dienstleistungen zur Unterstützung kritischer oder wichtiger Funktionen durch IKT-Drittdienstleister verbunden sind, darunter
a)
operationelle Risiken,
b)
rechtliche Risiken,
c)
IKT-Risiken,
d)
Reputationsrisiken,
e)
Risiken im Zusammenhang mit dem Schutz vertraulicher oder personenbezogener Daten,
f)
Risiken im Zusammenhang mit der Verfügbarkeit von Daten,
g)
Risiken im Zusammenhang mit dem Standort, an dem die Daten verarbeitet und gespeichert werden,
h)
Risiken im Zusammenhang mit dem Standort des IKT-Drittdienstleisters,
i)
IKT-Konzentrationsrisiken auf Unternehmensebene.",True,DORA,POLICY,PROCEDURE_RUNBOOK,audit rights|clause|contract,Klausel|Prüfrechte|Vertrag,9775acac5dbad014a6e940988bf9410d110b5aeca21eb5fbf7ec31e837581c82,f77425cd3baca1cea3826f0f5fad263088fd00329a6dfc4802214a2fd363cf4b
EU_2024_1773|6|1|-|001,EU_2024_1773,Art. 6(1),"1.   The policy shall set out an appropriate and proportionate process for selecting and assessing the prospective ICT third-party service providers taking into account whether or not the ICT third party service provider is an intragroup ICT service provider, and shall require that the financial entity assesses, before entering into a contractual arrangement, whether the ICT third-party service provider:
(a)
has the business reputation, sufficient abilities, expertise and adequate financial, human and technical resources, information security standards, appropriate organisational structure, risk management and internal controls and, if applicable, the required authorisations or registrations to provide the ICT services supporting the critical or important function in a reliable and professional manner;
(b)
has the ability to monitor relevant technological developments and identify ICT security leading practices and implement them where appropriate to have an effective and sound digital operational resilience framework;
(c)
uses or intends to use ICT sub-contractors to perform the ICT services supporting critical or important functions or material parts thereof;
(d)
is located, or processes or stores the data in a third country and, if this is the case, whether this practice affects the level of operational or reputational risks or the risk of being affected by restrictive measures, including embargos and sanctions, that may impact the ability of the ICT third-party service provider to provide the ICT services or the financial entity to receive those ICT services;
(e)
consents to contractual arrangements that ensure that it is effectively possible to conduct audits at the ICT third-party service provider, including onsite, by the financial entity itself, appointed third parties, and competent authorities;
(f)
acts in an ethical and socially responsible manner, respects human rights and children’s rights, including the prohibition of child labour, respects applicable principles on environmental protection, and ensures appropriate working conditions.","(1)   In der Leitlinie wird ein angemessenes und verhältnismäßiges Verfahren für die Auswahl und Bewertung der künftigen IKT-Drittdienstleister festgelegt, wobei zu berücksichtigen ist, ob es sich bei dem IKT-Drittdienstleister um einen gruppeninternen IKT-Dienstleister handelt, und verlangt wird, dass das Finanzunternehmen vor Abschluss einer vertraglichen Vereinbarung bewertet, ob der IKT-Drittdienstleister
a)
über die geschäftliche Reputation, hinreichende Fähigkeiten, Fachkenntnisse und angemessene finanzielle, personelle und technische Ressourcen, Informationssicherheitsstandards, eine angemessene Organisationsstruktur, ein angemessenes Risikomanagement und angemessene interne Kontrollen sowie gegebenenfalls über die erforderlichen Zulassungen oder Registrierungen verfügt, um die IKT-Dienstleistungen zur Unterstützung der kritischen oder wichtigen Funktion zuverlässig und professionell erbringen zu können;
b)
in der Lage ist, einschlägige technologische Entwicklungen zu überwachen und führende Praktiken im Bereich der IKT-Sicherheit zu ermitteln und sie gegebenenfalls zu implementieren, damit er über einen wirksamen und soliden Rahmen für die digitale operationale Resilienz verfügt;
c)
IKT-Unterauftragnehmer nutzt oder zu nutzen gedenkt, um IKT-Dienstleistungen zur Unterstützung kritischer oder wichtiger Funktionen oder wesentlicher Teile davon zu erbringen;
d)
in einem Drittstaat lokalisiert ist oder die Daten in einem Drittstaat verarbeitet oder speichert und, falls dies der Fall ist, ob diese Praxis die operationellen Risiken, Reputationsrisiken oder das Risiko erhöht, von restriktiven Maßnahmen, einschließlich Embargos und Sanktionen, betroffen zu sein, die sich auf die Fähigkeit des IKT-Drittdienstleisters, die IKT-Dienstleistungen zu erbringen, oder die Fähigkeit des Finanzunternehmens, diese IKT-Dienstleistungen zu empfangen, auswirken können;
e)
vertraglichen Vereinbarungen zustimmt, mit denen effektiv die Möglichkeit sichergestellt wird, dass das Finanzunternehmen selbst, beauftragte Dritte und zuständige Behörden Audits beim IKT-Drittdienstleister, auch in dessen Räumlichkeiten, durchführen;
f)
in ethischer und sozial verantwortlicher Weise handelt, die Menschenrechte und die Rechte des Kindes achtet, einschließlich des Verbots der Kinderarbeit, die geltenden Grundsätze des Umweltschutzes einhält und angemessene Arbeitsbedingungen gewährleistet.",True,DORA,POLICY,PROCEDURE_RUNBOOK,audit rights|clause|contract,Klausel|Prüfrechte|Vertrag,9775acac5dbad014a6e940988bf9410d110b5aeca21eb5fbf7ec31e837581c82,f77425cd3baca1cea3826f0f5fad263088fd00329a6dfc4802214a2fd363cf4b
